,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
0,TRAPPIST-1,b,TRAPPIST-1 b,Transit,0,7,1.51087081,6e-07,-6e-07,0.0,0.01111,0.00034,-0.00034,0,0.081,,,1.0,89.65,0.22,-0.27,0.0,0.00267,0.00227,-0.00227,0.0,Mass,0.097,0.003,-0.003,0,3.6,3.1,-3.1,0.0,1,0,1,0,23h06m29.28s,346.622013,-05d02m28.6s,-5.041274,12.43,0.02,-0.02,0,12.43,0.02,-0.02,0.0,18.8,0.08,0,V (Johnson),15.645,,0.0,2559.0,50.0,-50.0,0,0.08,0.01,-0.01,0.0,0.12,0.0,0.0,0.0,2/22/2017,La Silla Observatory
1,TRAPPIST-1,c,TRAPPIST-1 c,Transit,0,7,2.4218233,1.7e-06,-1.7e-06,0.0,0.01521,0.00047,-0.00047,0,0.083,,,1.0,89.67,0.17,-0.17,0.0,0.00434,0.00192,-0.00192,0.0,Mass,0.094,0.003,-0.003,0,6.45,2.92,-2.92,0.0,1,0,1,0,23h06m29.28s,346.622013,-05d02m28.6s,-5.041274,12.43,0.02,-0.02,0,12.43,0.02,-0.02,0.0,18.8,0.08,0,V (Johnson),15.645,,0.0,2559.0,50.0,-50.0,0,0.08,0.01,-0.01,0.0,0.12,0.0,0.0,0.0,2/22/2017,La Silla Observatory
2,TRAPPIST-1,d,TRAPPIST-1 d,Transit,0,7,4.04961,6.3e-05,-6.3e-05,0.0,0.02144,0.00066,-0.00063,0,0.07,,,1.0,89.75,0.16,-0.16,0.0,0.00129,0.00085,-0.00085,0.0,Mass,0.069,0.003,-0.003,0,4.9,3.3,-3.3,0.0,1,0,1,2,23h06m29.28s,346.622013,-05d02m28.6s,-5.041274,12.43,0.02,-0.02,0,12.43,0.02,-0.02,0.0,18.8,0.08,0,V (Johnson),15.645,,0.0,2559.0,50.0,-50.0,0,0.08,0.01,-0.01,0.0,0.12,0.0,0.0,0.0,2/22/2017,La Silla Observatory
3,TRAPPIST-1,e,TRAPPIST-1 e,Transit,0,7,6.099615,1.1e-05,-1.1e-05,0.0,0.02817,0.00083,-0.00087,0,0.085,,,1.0,89.86,0.1,-0.12,0.0,0.00195,0.00182,-0.00182,0.0,Mass,0.082,0.003,-0.003,0,4.4,4.2,-4.2,0.0,1,0,1,0,23h06m29.28s,346.622013,-05d02m28.6s,-5.041274,12.43,0.02,-0.02,0,12.43,0.02,-0.02,0.0,18.8,0.08,0,V (Johnson),15.645,,0.0,2559.0,50.0,-50.0,0,0.08,0.01,-0.01,0.0,0.12,0.0,0.0,0.0,2/22/2017,Multiple Observatories
4,TRAPPIST-1,f,TRAPPIST-1 f,Transit,0,7,9.20669,1.5e-05,-1.5e-05,0.0,0.0371,0.0011,-0.0011,0,0.063,,,1.0,89.68,0.034,-0.034,0.0,0.00214,0.00057,-0.00057,0.0,Mass,0.093,0.003,-0.003,0,3.3,0.94,-0.94,0.0,1,0,1,0,23h06m29.28s,346.622013,-05d02m28.6s,-5.041274,12.43,0.02,-0.02,0,12.43,0.02,-0.02,0.0,18.8,0.08,0,V (Johnson),15.645,,0.0,2559.0,50.0,-50.0,0,0.08,0.01,-0.01,0.0,0.12,0.0,0.0,0.0,2/22/2017,Multiple Observatories
5,TRAPPIST-1,g,TRAPPIST-1 g,Transit,0,7,12.35294,0.00012,-0.00012,0.0,0.0451,0.0014,-0.0014,0,0.061,,,1.0,89.71,0.025,-0.025,0.0,0.00422,0.00277,-0.00277,0.0,Mass,0.101,0.004,-0.004,0,5.2,3.5,-3.5,0.0,1,0,1,0,23h06m29.28s,346.622013,-05d02m28.6s,-5.041274,12.43,0.02,-0.02,0,12.43,0.02,-0.02,0.0,18.8,0.08,0,V (Johnson),15.645,,0.0,2559.0,50.0,-50.0,0,0.08,0.01,-0.01,0.0,0.12,0.0,0.0,0.0,2/22/2017,Multiple Observatories
6,LP 791-18,b,LP 791-18 b,Transit,0,2,0.948005,5.8e-06,-5.8e-06,0.0,0.00969,0.00032,-0.00035,0,0.0,,,0.0,87.3,2.0,-4.9,0.0,,,,0.0,,0.1,0.012,-0.012,0,,,,0.0,0,0,0,0,11h02m45.96s,165.6915,-16d24m22.29s,-16.406192,26.49,0.06,-0.06,0,26.51,0.06,-0.06,0.0,16.9,0.2,0,V (Johnson),15.072,,0.0,2960.0,55.0,-55.0,0,0.14,0.01,-0.01,0.0,0.17,0.02,-0.02,0.0,11/7/2019,Transiting Exoplanet Survey Satellite (TESS)
7,LP 791-18,c,LP 791-18 c,Transit,0,2,4.989963,5e-05,-5e-05,0.0,0.029392,0.00098,-0.00105,0,0.0,,,0.0,89.55,0.32,-0.5,0.0,,,,0.0,,0.206,0.022,-0.022,0,,,,0.0,0,0,0,0,11h02m45.96s,165.6915,-16d24m22.29s,-16.406192,26.49,0.06,-0.06,0,26.51,0.06,-0.06,0.0,16.9,0.2,0,V (Johnson),15.072,,0.0,2960.0,55.0,-55.0,0,0.14,0.01,-0.01,0.0,0.17,0.02,-0.02,0.0,11/7/2019,Transiting Exoplanet Survey Satellite (TESS)
8,GJ 1214,b,GJ 1214 b,Transit,0,1,1.58040456,1.6e-07,-1.6e-07,0.0,0.01411,0.00032,-0.00032,0,,,,,88.17,0.54,-0.54,0.0,0.0197,0.0027,-0.0027,0.0,Mass,0.254,0.018,-0.018,0,1.49,0.33,-0.33,0.0,0,0,0,3,17h15m18.92s,258.828837,+04d57m50.1s,4.96392,14.65,0.04,-0.04,0,14.65,0.04,-0.04,0.0,15.1,0.6,0,V (Johnson),13.009,,0.0,3026.0,150.0,-150.0,0,0.15,0.01,-0.01,0.0,0.22,0.01,-0.01,0.0,12/3/2015,MEarth Project
9,LHS 3844,b,LHS 3844 b,Transit,0,1,0.46292913,1.9e-06,-1.9e-06,0.0,0.00622,0.00017,-0.00017,0,,,,0.0,88.5,0.51,-0.51,0.0,,,,0.0,,0.116,0.002,-0.002,0,,,,0.0,0,0,0,0,22h41m58.10s,340.492104,-69d10m08.4s,-69.168986,14.9,0.01,-0.01,0,14.89,0.01,-0.01,0.0,15.26,0.03,0,V (Johnson),13.393,,0.0,3036.0,77.0,-77.0,0,0.15,0.01,-0.01,0.0,0.19,0.01,-0.01,0.0,1/24/2019,Transiting Exoplanet Survey Satellite (TESS)
10,Kepler-42,b,Kepler-42 b,Transit,0,3,1.2137672,4.6e-06,-4.6e-06,0.0,0.0116,,,0,,,,,,,,,,,,,,0.07,0.02,-0.02,0,,,,,0,1,0,2,19h28m52.57s,292.219033,+44d37m09.0s,44.61916,38.7,6.3,-6.3,0,40.11,0.06,-0.06,0.0,16.124,0.055,0,V (Johnson),14.993,,0.0,3068.0,174.0,-174.0,0,0.13,0.05,-0.05,0.0,0.17,0.04,-0.04,0.0,5/14/2014,Kepler
11,Kepler-42,c,Kepler-42 c,Transit,0,3,0.45328509,9.7e-07,-9.7e-07,0.0,0.006,,,0,,,,,,,,,,,,,,0.065,0.018,-0.018,0,,,,,0,1,0,1,19h28m52.57s,292.219033,+44d37m09.0s,44.61916,38.7,6.3,-6.3,0,40.11,0.06,-0.06,0.0,16.124,0.055,0,V (Johnson),14.993,,0.0,3068.0,174.0,-174.0,0,0.13,0.05,-0.05,0.0,0.17,0.04,-0.04,0.0,5/14/2014,Kepler
12,Kepler-42,d,Kepler-42 d,Transit,0,3,1.865169,1.4e-05,-1.4e-05,0.0,0.0154,,,0,,,,,,,,,,,,,,0.051,0.016,-0.016,0,,,,,0,1,0,2,19h28m52.57s,292.219033,+44d37m09.0s,44.61916,38.7,6.3,-6.3,0,40.11,0.06,-0.06,0.0,16.124,0.055,0,V (Johnson),14.993,,0.0,3068.0,174.0,-174.0,0,0.13,0.05,-0.05,0.0,0.17,0.04,-0.04,0.0,5/14/2014,Kepler
13,K2-28,b,K2-28 b,Transit,0,1,2.260455,4.1e-05,-4.1e-05,0.0,0.0214,0.0013,-0.0013,0,0.0,,,0.0,88.9,0.8,-1.2,0.0,,,,,,0.207,0.021,-0.021,0,,,,,0,0,1,1,22h22m29.85s,335.62439,-07d57m19.3s,-7.955366,63.11,0.32,-0.32,0,63.11,0.32,-0.32,0.0,16.061,0.067,0,V (Johnson),14.68,,0.0,3214.0,60.0,-60.0,0,0.26,0.05,-0.05,0.0,0.29,0.03,-0.03,0.0,2/25/2016,K2
14,LHS 1140,b,LHS 1140 b,Transit,0,2,24.736959,8e-05,-8e-05,0.0,0.0936,0.0024,-0.0024,0,0.06,,,1.0,89.89,0.05,-0.03,0.0,0.02196,0.0028,-0.0028,0.0,Mass,0.154,0.003,-0.003,0,7.5,1.0,-1.0,0.0,0,0,0,0,00h44m59.34s,11.24724,-15d16m17.5s,-15.271532,14.99,0.02,-0.02,0,14.99,0.02,-0.02,0.0,14.18,0.03,0,V (Johnson),12.671,,0.0,3216.0,39.0,-39.0,0,0.18,0.01,-0.01,0.0,0.21,0.0,0.0,0.0,12/6/2018,MEarth Project
15,LHS 1140,c,LHS 1140 c,Transit,0,2,3.777931,3e-06,-3e-06,0.0,0.02675,0.0007,-0.0007,0,0.31,,,1.0,89.92,0.06,-0.09,0.0,0.00569,0.00123,-0.00123,0.0,Mass,0.114,0.002,-0.002,0,4.7,1.1,-1.1,0.0,0,0,0,0,00h44m59.34s,11.24724,-15d16m17.5s,-15.271532,14.99,0.02,-0.02,0,14.99,0.02,-0.02,0.0,14.18,0.03,0,V (Johnson),12.671,,0.0,3216.0,39.0,-39.0,0,0.18,0.01,-0.01,0.0,0.21,0.0,0.0,0.0,12/6/2018,Multiple Observatories
16,Kepler-1649,b,Kepler-1649 b,Transit,0,1,8.68909,2.4e-05,-2.4e-05,0.0,0.0514,0.0028,-0.0028,0,0.0,,,0.0,89.57,0.32,-0.32,0.0,,,,,,0.096,0.013,-0.013,0,,,,,0,1,0,0,19h30m00.90s,292.503769,+41d49m49.5s,41.830421,92.43,0.54,-0.54,0,92.43,0.54,-0.54,0.0,17.131,,0,Kepler-band,16.268,,0.0,3240.0,61.0,-61.0,0,0.22,0.02,-0.02,0.0,0.25,0.04,-0.04,0.0,4/27/2017,Kepler
17,LTT 1445 A,b,LTT 1445 A b,Transit,0,1,5.35882,0.0003,-0.00031,0.0,0.03807,0.00068,-0.00071,0,0.19,0.35,-0.14,0.0,89.4,0.41,-0.46,0.0,0.00692,0.00535,-0.00661,0.0,Mass,0.123,0.012,-0.011,0,4.4,4.0,-4.2,0.0,0,0,0,0,03h01m51.39s,45.464111,-16d35m36.1s,-16.593372,6.87,0.0,0.0,0,6.87,0.0,0.0,0.0,11.22,0.02,0,V (Johnson),10.047,,0.0,3337.0,150.0,-150.0,0,0.26,0.01,-0.01,0.0,0.28,0.02,-0.02,0.0,8/15/2019,Transiting Exoplanet Survey Satellite (TESS)
18,K2-288 B,b,K2-288 B b,Transit,0,1,31.393463,6.7e-05,-6.9e-05,0.0,0.164,0.03,-0.03,0,,,,0.0,89.81,0.13,-0.17,0.0,,,,0.0,,0.17,0.027,-0.027,0,,,,0.0,0,0,1,0,03h41m46.43s,55.443439,+18d16m08.0s,18.268902,65.72,0.87,-0.87,0,65.72,0.87,-0.87,0.0,13.868,0.12,0,V (Johnson),14.545,,0.0,3341.0,276.0,-276.0,0,0.33,0.02,-0.02,0.0,0.32,0.03,-0.03,0.0,1/10/2019,Kepler
19,G 9-40,b,G 9-40 b,Transit,0,1,5.746007,6e-06,-6e-06,0.0,0.0385,0.0078,-0.0053,0,0.0,,,0.0,88.57,0.63,-0.47,0.0,,,,0.0,,0.181,0.009,-0.009,0,,,,0.0,0,0,1,0,08h58m52.35s,134.718109,+21d04m33.8s,21.076048,27.93,0.04,-0.04,0,27.95,0.04,-0.04,0.0,13.823,0.04,0,V (Johnson),12.733,,0.0,3348.0,32.0,-32.0,0,0.29,0.02,-0.02,0.0,0.31,0.01,-0.01,0.0,1/16/2020,K2
20,K2-72,b,K2-72 b,Transit,0,4,5.577212,0.000417,-0.000419,0.0,0.04,0.004,-0.005,0,0.11,0.196982,-0.087659,0.0,89.15,0.59,-0.86,0.0,,,,0.0,,0.096,0.01,-0.01,0,,,,0.0,0,0,1,0,22h18m29.27s,334.621979,-09d36m44.6s,-9.612382,66.56,0.2,-0.2,0,66.56,0.2,-0.2,0.0,15.309,0.05,0,V (Johnson),14.279,,0.0,3360.47,87.24,-86.34,0,0.27,0.08,-0.09,0.0,0.33,0.03,-0.03,0.0,10/26/2017,K2
21,K2-72,c,K2-72 c,Transit,0,4,15.189034,0.003128,-0.003149,0.0,0.078,0.007,-0.01,0,0.11,0.20197,-0.091536,0.0,89.54,0.32,-0.44,0.0,,,,0.0,,0.103,0.012,-0.012,0,,,,0.0,0,0,1,0,22h18m29.27s,334.621979,-09d36m44.6s,-9.612382,66.56,0.2,-0.2,0,66.56,0.2,-0.2,0.0,15.309,0.05,0,V (Johnson),14.279,,0.0,3360.47,87.24,-86.34,0,0.27,0.08,-0.09,0.0,0.33,0.03,-0.03,0.0,10/26/2017,K2
22,K2-72,d,K2-72 d,Transit,0,4,7.760178,0.001496,-0.001496,0.0,0.05,0.004,-0.006,0,0.11,0.207832,-0.09233,0.0,89.26,0.5,-0.69,0.0,,,,0.0,,0.09,0.011,-0.011,0,,,,0.0,0,0,1,0,22h18m29.27s,334.621979,-09d36m44.6s,-9.612382,66.56,0.2,-0.2,0,66.56,0.2,-0.2,0.0,15.309,0.05,0,V (Johnson),14.279,,0.0,3360.47,87.24,-86.34,0,0.27,0.08,-0.09,0.0,0.33,0.03,-0.03,0.0,10/26/2017,K2
23,K2-72,e,K2-72 e,Transit,0,4,24.158868,0.003726,-0.00385,0.0,0.106,0.009,-0.013,0,0.11,0.198676,-0.086832,0.0,89.68,0.22,-0.32,0.0,,,,0.0,,0.115,0.012,-0.012,0,,,,0.0,0,0,1,0,22h18m29.27s,334.621979,-09d36m44.6s,-9.612382,66.56,0.2,-0.2,0,66.56,0.2,-0.2,0.0,15.309,0.05,0,V (Johnson),14.279,,0.0,3360.47,87.24,-86.34,0,0.27,0.08,-0.09,0.0,0.33,0.03,-0.03,0.0,10/26/2017,K2
24,TOI-270,b,TOI-270 b,Transit,0,3,3.36008,6.5e-05,-7e-05,0.0,0.0306,0.0033,-0.0057,0,0.0,,,0.0,88.65,0.85,-1.4,0.0,,,,0.0,,0.111,0.008,-0.007,0,,,,0.0,0,0,0,1,04h33m39.72s,68.4155,-51d57m22.44s,-51.956233,22.45,0.02,-0.02,0,22.49,0.01,-0.01,0.0,12.62,0.03,0,V (Johnson),11.631,,0.0,3386.0,137.0,-131.0,0,0.4,0.02,-0.02,0.0,0.38,0.02,-0.02,0.0,8/1/2019,Transiting Exoplanet Survey Satellite (TESS)
25,TOI-270,c,TOI-270 c,Transit,0,3,5.660172,3.5e-05,-3.5e-05,0.0,0.0472,0.003,-0.0033,0,0.0,,,0.0,89.53,0.3,-0.42,0.0,,,,0.0,,0.216,0.012,-0.012,0,,,,0.0,0,0,0,1,04h33m39.72s,68.4155,-51d57m22.44s,-51.956233,22.45,0.02,-0.02,0,22.49,0.01,-0.01,0.0,12.62,0.03,0,V (Johnson),11.631,,0.0,3386.0,137.0,-131.0,0,0.4,0.02,-0.02,0.0,0.38,0.02,-0.02,0.0,8/1/2019,Transiting Exoplanet Survey Satellite (TESS)
26,TOI-270,d,TOI-270 d,Transit,0,3,11.38014,0.00011,-0.0001,0.0,0.0733,0.0042,-0.0042,0,0.0,,,0.0,89.69,0.16,-0.12,0.0,,,,0.0,,0.19,0.011,-0.011,0,,,,0.0,0,0,0,1,04h33m39.72s,68.4155,-51d57m22.44s,-51.956233,22.45,0.02,-0.02,0,22.49,0.01,-0.01,0.0,12.62,0.03,0,V (Johnson),11.631,,0.0,3386.0,137.0,-131.0,0,0.4,0.02,-0.02,0.0,0.38,0.02,-0.02,0.0,8/1/2019,Transiting Exoplanet Survey Satellite (TESS)
27,K2-9,b,K2-9 b,Transit,0,1,18.4498,0.0015,-0.0015,0.0,0.091,0.013,-0.016,0,,,,,87.983,1.593,-0.08,0.0,,,,,,0.201,0.047,-0.086,0,,,,,0,0,1,0,11h45m03.47s,176.264465,+00d00m19.1s,0.005301,83.16,0.37,-0.37,0,83.16,0.37,-0.37,0.0,15.63,,0,V (Johnson),14.866,,0.0,3390.0,150.0,-150.0,0,0.3,0.14,-0.14,0.0,0.31,0.11,-0.11,0.0,1/21/2016,K2
28,K2-239,b,K2-239 b,Transit,0,3,5.24,0.001,-0.001,0.0,0.0441,0.0008,-0.0008,0,,,,0.0,88.99,0.68,-0.87,0.0,,,,0.0,,0.098,0.009,-0.009,0,,,,0.0,0,0,1,0,10h42m22.63s,160.594299,+04d26m28.9s,4.441349,49.0,3.0,-3.0,0,31.11,0.08,-0.08,0.0,14.549,0.04,0,V (Johnson),13.437,,0.0,3420.0,18.0,-18.0,0,0.4,0.01,-0.01,0.0,0.36,0.01,-0.01,0.0,6/21/2018,K2
29,K2-239,c,K2-239 c,Transit,0,3,7.775,0.001,-0.001,0.0,0.0576,0.0009,-0.0009,0,,,,0.0,88.77,0.7,-0.57,0.0,,,,0.0,,0.089,0.009,-0.009,0,,,,0.0,0,0,1,0,10h42m22.63s,160.594299,+04d26m28.9s,4.441349,49.0,3.0,-3.0,0,31.11,0.08,-0.08,0.0,14.549,0.04,0,V (Johnson),13.437,,0.0,3420.0,18.0,-18.0,0,0.4,0.01,-0.01,0.0,0.36,0.01,-0.01,0.0,6/21/2018,K2
30,K2-239,d,K2-239 d,Transit,0,3,10.115,0.001,-0.001,0.0,0.0685,0.0012,-0.0012,0,,,,0.0,89.43,0.38,-0.45,0.0,,,,0.0,,0.098,0.009,-0.009,0,,,,0.0,0,0,1,0,10h42m22.63s,160.594299,+04d26m28.9s,4.441349,49.0,3.0,-3.0,0,31.11,0.08,-0.08,0.0,14.549,0.04,0,V (Johnson),13.437,,0.0,3420.0,18.0,-18.0,0,0.4,0.01,-0.01,0.0,0.36,0.01,-0.01,0.0,6/21/2018,K2
31,K2-18,b,K2-18 b,Transit,0,2,32.939623,9.5e-05,-0.0001,0.0,0.1429,0.006,-0.0065,0,0.2,0.08,-0.08,0.0,,,,0.0,0.02807,0.00535,-0.00503,0.0,Mass,0.211,0.02,-0.02,0,4.11,1.72,-1.18,0.0,0,0,1,1,11h30m14.51s,172.560455,+07d35m18.2s,7.588391,38.07,0.08,-0.08,0,38.07,0.08,-0.08,0.0,13.496,0.05,0,V (Johnson),12.415,,0.0,3457.0,39.0,-39.0,0,0.36,0.05,-0.05,0.0,0.41,0.04,-0.04,0.0,3/21/2019,K2
32,GJ 1252,b,GJ 1252 b,Transit,0,1,0.5182349,6.3e-06,-5e-06,0.0,0.00916,0.00076,-0.00076,0,0.0,,,0.0,85.0,2.1,-1.8,0.0,0.00658,0.00176,-0.00176,0.0,Mass,0.106,0.007,-0.007,0,,,,0.0,0,0,0,0,20h27m42.06s,306.925235,-56d27m25.2s,-56.45699,20.38,0.02,-0.02,0,20.38,0.02,-0.02,0.0,12.193,0.056,0,V (Johnson),11.236,,0.0,3458.0,140.0,-133.0,0,0.38,0.02,-0.02,0.0,0.39,0.02,-0.02,0.0,2/13/2020,Transiting Exoplanet Survey Satellite (TESS)
33,K2-242,b,K2-242 b,Transit,0,1,6.51389,0.00082,-0.00083,0.0,0.0494,0.0004,-0.0004,0,,,,0.0,,,,0.0,,,,0.0,,0.227,0.019,-0.017,0,,,,0.0,0,0,1,0,11h59m20.62s,179.835907,-06d31m04.3s,-6.517851,109.6,0.6,-0.6,0,109.58,0.62,-0.62,0.0,16.588,0.08,0,V (Johnson),15.382,,0.0,3459.0,65.0,-38.0,0,0.38,0.01,-0.01,0.0,0.37,0.01,-0.01,0.0,7/12/2018,K2
34,K2-129,b,K2-129 b,Transit,0,1,8.239493,0.000292,-0.000291,0.0,0.057,0.003,-0.004,0,0.13,0.210105,-0.109504,0.0,89.21,0.5,-0.48,0.0,,,,0.0,,0.093,0.009,-0.008,0,,,,0.0,0,0,1,0,19h16m35.60s,289.148315,-25d38m41.9s,-25.644964,27.82,0.07,-0.07,0,27.82,0.07,-0.07,0.0,13.63,0.034,0,V (Johnson),12.462,,0.0,3459.09,89.05,-83.62,0,0.36,0.07,-0.07,0.0,0.36,0.03,-0.03,0.0,10/5/2017,K2
35,K2-137,b,K2-137 b,Transit,0,1,0.179715,1e-06,-1e-06,0.0,0.0058,0.0006,-0.0006,0,0.0,,,0.0,89.6,3.3,-3.3,0.0,0.5,,,1.0,Mass,0.079,0.008,-0.008,0,,,,0.0,0,0,1,0,12h27m28.97s,186.870728,-06d11m42.8s,-6.195224,99.15,0.61,-0.61,0,99.15,0.61,-0.61,0.0,15.498,0.054,0,V (Johnson),14.435,,0.0,3492.0,70.0,-70.0,0,0.46,0.05,-0.05,0.0,0.44,0.04,-0.04,0.0,11/16/2017,K2
36,K2-150,b,K2-150 b,Transit,0,1,10.59357,0.00084,-0.00084,0.0,0.0727,0.0027,-0.0027,0,,,,0.0,,,,0.0,,,,0.0,,0.178,0.024,-0.019,0,,,,0.0,0,0,1,0,01h13m22.60s,18.344175,+08d59m15.1s,8.987539,110.0,15.0,-15.0,0,102.78,0.79,-0.79,0.0,15.829,0.061,0,V (Johnson),14.815,,0.0,3499.0,70.0,-70.0,0,0.46,0.05,-0.05,0.0,0.44,0.04,-0.04,0.0,2/1/2018,K2
37,GJ 357,b,GJ 357 b,Transit,0,3,3.93072,8e-05,-6e-05,0.0,0.035,0.002,-0.002,0,,,,0.0,89.12,0.37,-0.31,0.0,0.00579,0.00098,-0.00098,0.0,Mass,0.109,0.007,-0.007,0,5.6,1.7,-1.3,0.0,0,0,0,0,09h36m01.64s,144.006821,-21d39m38.9s,-21.660797,9.44,0.01,-0.01,0,9.44,0.01,-0.01,0.0,10.92,0.03,0,V (Johnson),9.88,,0.0,3505.0,51.0,-51.0,0,0.34,0.01,-0.01,0.0,0.34,0.01,-0.01,0.0,8/15/2019,Transiting Exoplanet Survey Satellite (TESS)
38,K2-88,b,K2-88 b,Transit,0,1,4.6122,0.00018,-0.00018,0.0,0.0345,0.003,-0.003,0,,,,,,,,,,,,,,0.11,0.022,-0.022,0,,,,,0,0,1,0,03h39m00.38s,54.751598,+19d07m12.6s,19.120178,110.91,0.82,-0.82,0,110.91,0.82,-0.82,0.0,15.476,0.053,0,V (Johnson),14.545,,0.0,3537.0,93.0,-93.0,0,0.26,0.07,-0.07,0.0,0.26,0.05,-0.05,0.0,7/18/2016,K2
39,K2-104,b,K2-104 b,Transit,0,1,1.974238,0.00011,-0.00011,0.0,0.023,0.001,-0.001,0,0.09,0.167783,-0.07267,0.0,88.0,1.34,-1.48,0.0,,,,0.0,,0.175,0.013,-0.013,0,,,,0.0,0,0,1,1,08h38m32.82s,129.636749,+19d46m25.8s,19.773829,190.21,3.92,-3.92,0,190.21,3.92,-3.92,0.0,15.149,,0,Kepler-band,15.395,,0.0,3546.46,98.71,-94.56,0,0.43,0.06,-0.07,0.0,0.49,0.03,-0.03,0.0,10/26/2017,K2
40,K2-95,b,K2-95 b,Transit,0,1,10.134016,0.001132,-0.001143,0.0,0.0696,0.0006,-0.0006,0,,,,0.0,,,,0.0,,,,0.0,,0.346,0.156,-0.156,0,,,,0.0,0,0,1,2,08h37m27.06s,129.362747,+18d58m36.1s,18.976685,180.63,3.93,-3.93,0,180.66,3.96,-3.96,0.0,15.498,,0,Kepler-band,16.084,,0.0,3548.0,59.0,-59.0,0,0.44,0.01,-0.01,0.0,0.42,0.01,-0.01,0.0,10/26/2018,K2
41,Kepler-249,b,Kepler-249 b,Transit,0,3,3.306539,1e-05,-1e-05,0.0,0.035,,,0,,,,,,,,,,,,,,0.097,0.004,-0.004,0,,,,,0,1,0,1,19h47m56.42s,296.985068,+43d39m30.7s,43.658524,191.44,1.22,-1.22,0,191.44,1.22,-1.22,0.0,15.234,,0,Kepler-band,15.23,,0.0,3568.0,150.0,-150.0,0,,,,,0.48,0.02,-0.02,0.0,5/14/2014,Kepler
42,Kepler-249,c,Kepler-249 c,Transit,0,3,7.113702,1.8e-05,-1.8e-05,0.0,0.058,,,0,,,,,,,,,,,,,,0.135,0.008,-0.008,0,,,,,0,1,0,1,19h47m56.42s,296.985068,+43d39m30.7s,43.658524,191.44,1.22,-1.22,0,191.44,1.22,-1.22,0.0,15.234,,0,Kepler-band,15.23,,0.0,3568.0,150.0,-150.0,0,,,,,0.48,0.02,-0.02,0.0,5/14/2014,Kepler
43,Kepler-249,d,Kepler-249 d,Transit,0,3,15.368459,7e-05,-7e-05,0.0,0.097,,,0,,,,,,,,,,,,,,0.14,0.012,-0.012,0,,,,,0,1,0,1,19h47m56.42s,296.985068,+43d39m30.7s,43.658524,191.44,1.22,-1.22,0,191.44,1.22,-1.22,0.0,15.234,,0,Kepler-band,15.23,,0.0,3568.0,150.0,-150.0,0,,,,,0.48,0.02,-0.02,0.0,5/14/2014,Kepler
44,K2-124,b,K2-124 b,Transit,0,1,6.413651,3.6e-05,-3.1e-05,0.0,0.049,0.002,-0.002,0,,,,0.0,89.03,0.32,-0.27,0.0,,,,0.0,,0.259,0.009,-0.009,0,,,,0.0,0,0,1,1,08h54m33.89s,133.64119,+23d07m58.4s,23.132891,140.4,2.3,-2.3,0,140.94,1.31,-1.31,0.0,15.105,,0,Kepler-band,15.462,,0.0,3570.0,63.0,-70.0,0,0.39,0.01,-0.04,0.0,0.39,0.02,-0.01,0.0,1/31/2019,K2
45,Kepler-369,b,Kepler-369 b,Transit,0,2,2.732756,9e-06,-9e-06,0.0,0.03,,,0,,,,,,,,,,,,,,0.101,0.005,-0.005,0,,,,,0,1,0,1,19h34m41.82s,293.674235,+47d54m30.5s,47.908467,260.32,39.05,-39.05,0,260.32,39.05,-39.05,0.0,15.673,,0,Kepler-band,15.668,,0.0,3591.0,100.0,-100.0,0,,,,,0.47,0.01,-0.01,0.0,5/14/2014,Kepler
46,Kepler-369,c,Kepler-369 c,Transit,0,2,14.871572,8.3e-05,-8.3e-05,0.0,0.094,,,0,,,,,,,,,,,,,,0.126,0.005,-0.005,0,,,,,0,1,0,1,19h34m41.82s,293.674235,+47d54m30.5s,47.908467,260.32,39.05,-39.05,0,260.32,39.05,-39.05,0.0,15.673,,0,Kepler-band,15.668,,0.0,3591.0,100.0,-100.0,0,,,,,0.47,0.01,-0.01,0.0,5/14/2014,Kepler
