,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
669,HATS-13,b,HATS-13 b,Transit,0,1,3.0440499,2.7e-06,-2.7e-06,0.0,0.04057,0.00041,-0.00041,0,0.181,,,1.0,88.55,0.43,-0.43,0.0,0.543,0.072,-0.072,0.0,Mass,1.212,0.035,-0.035,0,0.377,0.058,-0.058,0.0,0,0,0,0,21h07m50.75s,316.961465,-26d05m48.0s,-26.096655,476.0,12.0,-12.0,0,426.82,8.47,-8.47,0.0,13.887,0.01,0,V (Johnson),13.68,,0.0,5523.0,69.0,-69.0,0,0.96,0.03,-0.03,0.0,0.89,0.02,-0.02,0.0,8/13/2015,HATSouth
670,Kepler-172,b,Kepler-172 b,Transit,0,4,2.940309,7e-06,-7e-06,0.0,0.04,,,0,,,,,,,,,,,,,,0.21,0.037,-0.037,0,,,,,0,1,0,1,18h53m28.42s,283.368413,+41d49m18.7s,41.821857,848.56,18.83,-18.83,0,848.56,18.83,-18.83,0.0,14.532,,0,Kepler-band,14.537,,0.0,5526.0,100.0,-100.0,0,,,,,1.08,0.19,-0.19,0.0,5/14/2014,Kepler
671,Kepler-172,c,Kepler-172 c,Transit,0,4,6.388996,2e-05,-2e-05,0.0,0.068,,,0,,,,,,,,,,,,,,0.255,0.047,-0.047,0,,,,,0,1,0,1,18h53m28.42s,283.368413,+41d49m18.7s,41.821857,848.56,18.83,-18.83,0,848.56,18.83,-18.83,0.0,14.532,,0,Kepler-band,14.537,,0.0,5526.0,100.0,-100.0,0,,,,,1.08,0.19,-0.19,0.0,5/14/2014,Kepler
672,Kepler-172,d,Kepler-172 d,Transit,0,4,14.627119,0.000105,-0.000105,0.0,0.118,,,0,,,,,,,,,,,,,,0.201,0.036,-0.036,0,,,,,0,1,0,1,18h53m28.42s,283.368413,+41d49m18.7s,41.821857,848.56,18.83,-18.83,0,848.56,18.83,-18.83,0.0,14.532,,0,Kepler-band,14.537,,0.0,5526.0,100.0,-100.0,0,,,,,1.08,0.19,-0.19,0.0,5/14/2014,Kepler
673,Kepler-172,e,Kepler-172 e,Transit,0,4,35.118736,0.000253,-0.000253,0.0,0.211,,,0,,,,,,,,,,,,,,0.246,0.05,-0.05,0,,,,,0,1,0,1,18h53m28.42s,283.368413,+41d49m18.7s,41.821857,848.56,18.83,-18.83,0,848.56,18.83,-18.83,0.0,14.532,,0,Kepler-band,14.537,,0.0,5526.0,100.0,-100.0,0,,,,,1.08,0.19,-0.19,0.0,5/14/2014,Kepler
674,Kepler-251,b,Kepler-251 b,Transit,0,4,4.790936,3.7e-05,-3.7e-05,0.0,0.053,,,0,,,,,,,,,,,,,,0.119,0.021,-0.021,0,,,,,0,1,0,1,19h46m15.90s,296.566237,+44d06m21.1s,44.105865,948.98,27.65,-27.65,0,948.98,27.65,-27.65,0.0,15.223,,0,Kepler-band,15.216,,0.0,5526.0,100.0,-100.0,0,,,,,0.89,0.15,-0.15,0.0,5/14/2014,Kepler
675,Kepler-251,c,Kepler-251 c,Transit,0,4,16.514043,5.4e-05,-5.4e-05,0.0,0.122,,,0,,,,,,,,,,,,,,0.247,0.044,-0.044,0,,,,,0,1,0,1,19h46m15.90s,296.566237,+44d06m21.1s,44.105865,948.98,27.65,-27.65,0,948.98,27.65,-27.65,0.0,15.223,,0,Kepler-band,15.216,,0.0,5526.0,100.0,-100.0,0,,,,,0.89,0.15,-0.15,0.0,5/14/2014,Kepler
676,Kepler-251,d,Kepler-251 d,Transit,0,4,30.133001,0.000161,-0.000161,0.0,0.182,,,0,,,,,,,,,,,,,,0.247,0.044,-0.044,0,,,,,0,1,0,1,19h46m15.90s,296.566237,+44d06m21.1s,44.105865,948.98,27.65,-27.65,0,948.98,27.65,-27.65,0.0,15.223,,0,Kepler-band,15.216,,0.0,5526.0,100.0,-100.0,0,,,,,0.89,0.15,-0.15,0.0,5/14/2014,Kepler
677,Kepler-251,e,Kepler-251 e,Transit,0,4,99.640161,0.001074,-0.001074,0.0,0.404,,,0,,,,,,,,,,,,,,0.247,0.044,-0.044,0,,,,,0,1,0,1,19h46m15.90s,296.566237,+44d06m21.1s,44.105865,948.98,27.65,-27.65,0,948.98,27.65,-27.65,0.0,15.223,,0,Kepler-band,15.216,,0.0,5526.0,100.0,-100.0,0,,,,,0.89,0.15,-0.15,0.0,5/14/2014,Kepler
678,Kepler-319,b,Kepler-319 b,Transit,0,3,4.362705,9e-06,-9e-06,0.0,0.051,,,0,,,,,,,,,,,,,,0.145,0.021,-0.021,0,,,,,0,1,0,1,19h15m14.87s,288.811943,+39d46m14.4s,39.770658,510.83,4.88,-4.88,0,510.83,4.88,-4.88,0.0,13.828,,0,Kepler-band,13.791,,0.0,5526.0,100.0,-100.0,0,,,,,0.9,0.12,-0.12,0.0,5/14/2014,Kepler
679,Kepler-319,c,Kepler-319 c,Transit,0,3,6.941357,7e-06,-7e-06,0.0,0.069,,,0,,,,,,,,,,,,,,0.235,0.033,-0.033,0,,,,,0,1,0,1,19h15m14.87s,288.811943,+39d46m14.4s,39.770658,510.83,4.88,-4.88,0,510.83,4.88,-4.88,0.0,13.828,,0,Kepler-band,13.791,,0.0,5526.0,100.0,-100.0,0,,,,,0.9,0.12,-0.12,0.0,5/14/2014,Kepler
680,Kepler-319,d,Kepler-319 d,Transit,0,3,31.781925,0.000105,-0.000105,0.0,0.191,,,0,,,,,,,,,,,,,,0.204,0.031,-0.031,0,,,,,0,1,0,1,19h15m14.87s,288.811943,+39d46m14.4s,39.770658,510.83,4.88,-4.88,0,510.83,4.88,-4.88,0.0,13.828,,0,Kepler-band,13.791,,0.0,5526.0,100.0,-100.0,0,,,,,0.9,0.12,-0.12,0.0,5/14/2014,Kepler
681,Kepler-453,b,Kepler-453 b,Transit,0,1,240.503,0.053,-0.053,0.0,0.7903,0.0028,-0.0028,0,0.0359,0.0088,-0.0088,0.0,89.443,0.009,-0.009,0.0,0.05034,,,1.0,Mass,0.553,0.003,-0.003,0,,,,0.0,0,1,0,0,18h52m57.91s,283.241297,+46d22m42.5s,46.378471,448.58,2.77,-2.77,0,448.58,2.77,-2.77,0.0,13.552,,0,Kepler-band,13.523,,0.0,5527.0,100.0,-100.0,0,0.94,0.01,-0.01,0.0,0.83,0.01,-0.01,0.0,3/15/2018,Kepler
682,HD 3167,b,HD 3167 b,Transit,0,3,0.959624,2.8e-05,-2.8e-05,0.0,0.0186,0.0003,-0.0003,0,,,,0.0,,,,0.0,,,,0.0,,0.152,0.007,-0.007,0,,,,0.0,0,0,1,0,00h34m57.52s,8.739684,+04d22m53.3s,4.381469,47.36,0.15,-0.15,0,47.35,0.15,-0.15,0.0,8.94,0.02,0,V (Johnson),8.762,,0.0,5528.0,162.0,-162.0,0,0.94,0.04,-0.04,0.0,0.87,0.01,-0.01,0.0,10/26/2018,K2
683,HD 3167,c,HD 3167 c,Transit,0,3,29.83832,0.002905,-0.003199,0.0,0.1841,0.0027,-0.0028,0,,,,0.0,,,,0.0,,,,0.0,,0.255,0.02,-0.02,0,,,,0.0,0,0,1,0,00h34m57.52s,8.739684,+04d22m53.3s,4.381469,47.36,0.15,-0.15,0,47.35,0.15,-0.15,0.0,8.94,0.02,0,V (Johnson),8.762,,0.0,5528.0,162.0,-162.0,0,0.94,0.04,-0.04,0.0,0.87,0.01,-0.01,0.0,10/26/2018,K2
684,K2-248,b,K2-248 b,Transit,0,1,7.17256,0.00148,-0.00142,0.0,0.0699,0.001,-0.001,0,,,,0.0,,,,0.0,,,,0.0,,0.229,0.018,-0.012,0,,,,0.0,0,0,1,0,12h11m16.14s,182.817245,-09d24m50.4s,-9.414005,410.5,4.9,-4.9,0,411.03,5.01,-5.01,0.0,13.402,0.06,0,V (Johnson),13.262,,0.0,5528.0,97.0,-86.0,0,0.88,0.04,-0.03,0.0,0.92,0.02,-0.02,0.0,7/12/2018,K2
685,K2-289,b,K2-289 b,Transit,0,1,13.156969,4.7e-05,-5.1e-05,0.0,0.107,0.001,-0.001,0,,,,0.0,88.48,0.07,-0.07,0.0,,,,0.0,,0.812,0.027,-0.027,0,,,,0.0,0,0,1,1,16h26m34.33s,246.643036,-15d47m32.6s,-15.792386,270.7,7.6,-7.1,0,276.47,2.1,-2.1,0.0,14.465,0.039,0,V (Johnson),13.794,,0.0,5529.0,77.0,-74.0,0,0.95,0.04,-0.05,0.0,1.02,0.03,-0.03,0.0,1/31/2019,Kepler
686,K2-261,b,K2-261 b,Transit,0,1,11.63344,0.00012,-0.00012,0.0,0.102,0.019,-0.02,0,0.39,0.15,-0.15,0.0,88.4,1.1,-1.9,0.0,0.223,0.031,-0.031,0.0,Mass,0.85,0.026,-0.022,0,0.483,0.076,-0.081,0.0,0,0,1,0,10h52m07.78s,163.032425,+00d29m36.1s,0.493352,214.58,1.97,-1.97,0,214.58,1.97,-1.97,0.0,10.612,0.059,0,V (Johnson),10.459,,0.0,5537.0,71.0,-71.0,0,1.1,0.01,-0.02,0.0,1.65,0.04,-0.04,0.0,8/16/2018,K2
687,HATS-61,b,HATS-61 b,Transit,0,1,7.817953,2.4e-05,-2.4e-05,0.0,0.07908,0.00033,-0.00033,0,0.092,,,0.0,87.15,0.18,-0.18,0.0,3.4,0.14,-0.14,0.0,Mass,1.195,0.067,-0.067,0,2.47,0.44,-0.44,0.0,0,0,0,0,04h06m37.8676s,61.657782,-25d20m58.9560s,-25.34971,694.0,8.8,-8.8,0,693.41,8.91,-8.91,0.0,13.233,0.024,0,V (Johnson),13.068,,0.0,5542.0,21.0,-21.0,0,1.08,0.01,-0.01,0.0,1.66,0.02,-0.02,0.0,1/17/2019,HATSouth
688,Kepler-112,b,Kepler-112 b,Transit,0,2,8.408878,1e-05,-1e-05,0.0,0.076,,,0,,,,,,,,,,,,,,0.211,0.051,-0.051,0,,,,,0,1,0,1,19h47m55.44s,296.981009,+43d12m35.1s,43.209751,520.9,4.32,-4.32,0,520.9,4.32,-4.32,0.0,13.771,,0,Kepler-band,13.766,,0.0,5544.0,148.0,-148.0,0,,,,,0.84,0.2,-0.2,0.0,5/14/2014,Kepler
689,Kepler-112,c,Kepler-112 c,Transit,0,2,28.574263,6e-05,-6e-05,0.0,0.172,,,0,,,,,,,,,,,,,,0.214,0.052,-0.052,0,,,,,0,1,0,1,19h47m55.44s,296.981009,+43d12m35.1s,43.209751,520.9,4.32,-4.32,0,520.9,4.32,-4.32,0.0,13.771,,0,Kepler-band,13.766,,0.0,5544.0,148.0,-148.0,0,,,,,0.84,0.2,-0.2,0.0,5/14/2014,Kepler
690,KOI-217,b,KOI-217 b,Transit,0,1,3.90512,5e-05,-5e-05,0.0,0.0477,0.0007,-0.0007,0,0.0,,,0.0,89.8,0.2,-0.4,0.0,,,,,,1.11,0.02,-0.02,0,,,,,1,1,0,1,19h39m27.72s,294.865505,+46d17m09.1s,46.285854,800.0,,,0,939.21,17.96,-17.96,0.0,15.127,,0,Kepler-band,15.101,,0.0,5545.0,,,0,0.95,0.05,,0.0,0.86,0.02,,0.0,5/14/2014,Kepler
691,Kepler-538,b,Kepler-538 b,Transit,0,1,81.73778,0.00013,-0.00013,0.0,0.4669,0.0087,-0.009,0,0.041,0.034,-0.029,0.0,89.73,0.14,-0.06,0.0,0.03335,0.00787,-0.00755,0.0,Mass,0.198,0.004,-0.003,0,5.4,1.3,-1.3,0.0,0,1,0,2,19h49m56.86s,297.486901,+49d37m24.4s,49.623455,156.66,0.71,-0.69,0,156.66,0.71,-0.71,0.0,11.195,,0,Kepler-band,11.165,,0.0,5547.0,50.0,-50.0,0,0.89,0.05,-0.04,0.0,0.87,0.01,-0.01,0.0,9/26/2019,Kepler
692,Kepler-256,b,Kepler-256 b,Transit,0,4,1.620493,9e-06,-9e-06,0.0,0.027,,,0,,,,,,,,,,,,,,0.142,0.035,-0.035,0,,,,,0,1,0,1,19h30m19.31s,292.580445,+46d05m50.6s,46.097389,1057.36,24.9,-24.9,0,1057.36,24.9,-24.9,0.0,15.065,,0,Kepler-band,15.015,,0.0,5551.0,111.0,-111.0,0,,,,,1.3,0.32,-0.32,0.0,5/14/2014,Kepler
693,Kepler-256,c,Kepler-256 c,Transit,0,4,3.38802,1.6e-05,-1.6e-05,0.0,0.045,,,0,,,,,,,,,,,,,,0.192,0.047,-0.047,0,,,,,0,1,0,1,19h30m19.31s,292.580445,+46d05m50.6s,46.097389,1057.36,24.9,-24.9,0,1057.36,24.9,-24.9,0.0,15.065,,0,Kepler-band,15.015,,0.0,5551.0,111.0,-111.0,0,,,,,1.3,0.32,-0.32,0.0,5/14/2014,Kepler
694,Kepler-256,d,Kepler-256 d,Transit,0,4,5.839172,3.1e-05,-3.1e-05,0.0,0.064,,,0,,,,,,,,,,,,,,0.221,0.056,-0.056,0,,,,,0,1,0,1,19h30m19.31s,292.580445,+46d05m50.6s,46.097389,1057.36,24.9,-24.9,0,1057.36,24.9,-24.9,0.0,15.065,,0,Kepler-band,15.015,,0.0,5551.0,111.0,-111.0,0,,,,,1.3,0.32,-0.32,0.0,5/14/2014,Kepler
695,Kepler-256,e,Kepler-256 e,Transit,0,4,10.681572,6.6e-05,-6.6e-05,0.0,0.096,,,0,,,,,,,,,,,,,,0.21,0.052,-0.052,0,,,,,0,1,0,1,19h30m19.31s,292.580445,+46d05m50.6s,46.097389,1057.36,24.9,-24.9,0,1057.36,24.9,-24.9,0.0,15.065,,0,Kepler-band,15.015,,0.0,5551.0,111.0,-111.0,0,,,,,1.3,0.32,-0.32,0.0,5/14/2014,Kepler
696,Kepler-244,b,Kepler-244 b,Transit,0,3,4.311792,8e-06,-8e-06,0.0,0.05,,,0,,,,,,,,,,,,,,0.246,0.103,-0.103,0,,,,,0,1,0,1,19h08m58.24s,287.24268,+42d18m04.9s,42.301369,1067.62,36.93,-36.93,0,1067.62,36.93,-36.93,0.0,15.604,,0,Kepler-band,15.545,,0.0,5554.0,200.0,-200.0,0,,,,,0.8,0.34,-0.34,0.0,5/14/2014,Kepler
697,Kepler-244,c,Kepler-244 c,Transit,0,3,9.767292,4.6e-05,-4.6e-05,0.0,0.087,,,0,,,,,,,,,,,,,,0.183,0.078,-0.078,0,,,,,0,1,0,1,19h08m58.24s,287.24268,+42d18m04.9s,42.301369,1067.62,36.93,-36.93,0,1067.62,36.93,-36.93,0.0,15.604,,0,Kepler-band,15.545,,0.0,5554.0,200.0,-200.0,0,,,,,0.8,0.34,-0.34,0.0,5/14/2014,Kepler
698,Kepler-244,d,Kepler-244 d,Transit,0,3,20.050401,0.00013,-0.00013,0.0,0.14,,,0,,,,,,,,,,,,,,0.206,0.087,-0.087,0,,,,,0,1,0,1,19h08m58.24s,287.24268,+42d18m04.9s,42.301369,1067.62,36.93,-36.93,0,1067.62,36.93,-36.93,0.0,15.604,,0,Kepler-band,15.545,,0.0,5554.0,200.0,-200.0,0,,,,,0.8,0.34,-0.34,0.0,5/14/2014,Kepler
699,K2-279,b,K2-279 b,Transit,0,1,7.122605,0.001647,-0.001601,0.0,0.067,0.0008,-0.0009,0,,,,0.0,,,,0.0,,,,0.0,,0.108,0.012,-0.012,0,,,,0.0,0,0,1,0,13h39m07.13s,204.779724,-06d02m29.7s,-6.041594,183.8,1.58,-1.58,0,183.94,1.6,-1.6,0.0,11.491,0.153,0,V (Johnson),11.591,,0.0,5558.0,70.0,-70.0,0,0.79,0.03,-0.03,0.0,0.86,0.01,-0.01,0.0,10/26/2018,K2
700,Kepler-150,b,Kepler-150 b,Transit,0,5,3.428054,2.6e-05,-2.6e-05,0.0,0.044,,,0,,,,,,,,,,,,,,0.112,0.017,-0.017,0,,,,,0,1,0,1,19h12m56.18s,288.234084,+40d31m15.3s,40.520905,914.4,17.46,-17.46,0,914.4,17.46,-17.46,0.0,14.985,,0,Kepler-band,14.974,,0.0,5560.0,100.0,-100.0,0,,,,,0.94,0.14,-0.14,0.0,5/14/2014,Kepler
701,Kepler-150,c,Kepler-150 c,Transit,0,5,7.381998,1e-05,-1e-05,0.0,0.073,,,0,,,,,,,,,,,,,,0.329,0.053,-0.053,0,,,,,0,1,0,1,19h12m56.18s,288.234084,+40d31m15.3s,40.520905,914.4,17.46,-17.46,0,914.4,17.46,-17.46,0.0,14.985,,0,Kepler-band,14.974,,0.0,5560.0,100.0,-100.0,0,,,,,0.94,0.14,-0.14,0.0,5/14/2014,Kepler
702,Kepler-150,d,Kepler-150 d,Transit,0,5,12.56093,3.6e-05,-3.6e-05,0.0,0.104,,,0,,,,,,,,,,,,,,0.249,0.037,-0.037,0,,,,,0,1,0,1,19h12m56.18s,288.234084,+40d31m15.3s,40.520905,914.4,17.46,-17.46,0,914.4,17.46,-17.46,0.0,14.985,,0,Kepler-band,14.974,,0.0,5560.0,100.0,-100.0,0,,,,,0.94,0.14,-0.14,0.0,5/14/2014,Kepler
703,Kepler-150,e,Kepler-150 e,Transit,0,5,30.826557,0.000199,-0.000199,0.0,0.189,,,0,,,,,,,,,,,,,,0.278,0.049,-0.049,0,,,,,0,1,0,1,19h12m56.18s,288.234084,+40d31m15.3s,40.520905,914.4,17.46,-17.46,0,914.4,17.46,-17.46,0.0,14.985,,0,Kepler-band,14.974,,0.0,5560.0,100.0,-100.0,0,,,,,0.94,0.14,-0.14,0.0,5/14/2014,Kepler
704,Kepler-150,f,Kepler-150 f,Transit,0,5,637.2093,0.0169,-0.0154,0.0,1.24,0.29,-0.45,0,,,,,90.0,0.19,-0.19,0.0,,,,,,0.325,0.046,-0.035,0,,,,,0,1,0,0,19h12m56.18s,288.234084,+40d31m15.3s,40.520905,914.4,17.46,-17.46,0,914.4,17.46,-17.46,0.0,14.985,,0,Kepler-band,14.974,,0.0,5560.0,100.0,-100.0,0,,,,,0.94,0.14,-0.14,0.0,4/13/2017,Kepler
705,Kepler-423,b,Kepler-423 b,Transit,0,1,2.6843285,7e-08,-7e-08,0.0,0.03585,0.00052,-0.00114,0,0.019,0.028,-0.014,0.0,87.828,0.126,-0.126,0.0,0.595,0.081,-0.081,0.0,Mass,1.192,0.052,-0.052,0,0.459,0.083,-0.083,0.0,0,1,0,1,19h31m25.38s,292.855742,+46d23m28.2s,46.391178,725.0,75.0,-75.0,0,775.55,13.23,-13.23,0.0,14.29,,0,Kepler-band,14.28,,0.0,5560.0,80.0,-80.0,0,0.85,0.04,-0.04,0.0,0.95,0.04,-0.04,0.0,1/22/2015,Kepler
706,WASP-19,b,WASP-19 b,Transit,0,1,0.78883899,4e-08,-4e-08,0.0,0.01634,0.00024,-0.00024,0,0.002,0.014,-0.002,0.0,78.78,0.58,-0.58,0.0,1.069,0.038,-0.037,0.0,Mass,1.392,0.04,-0.04,0,0.492,0.046,-0.046,0.0,0,0,0,0,09h53m40.08s,148.417002,-45d39m33.1s,-45.659191,270.41,1.72,-1.72,0,270.41,1.72,-1.72,0.0,12.59,,0,V (Johnson),12.109,,0.0,5568.0,71.0,-71.0,0,0.9,0.04,-0.04,0.0,1.0,0.02,-0.02,0.0,8/18/2016,SuperWASP
707,Kepler-226,b,Kepler-226 b,Transit,0,3,3.940997,2e-05,-2e-05,0.0,0.047,,,0,,,,,,,,,,,,,,0.138,0.055,-0.055,0,,,,,0,1,0,1,19h29m30.27s,292.376129,+47d52m51.6s,47.880989,1008.14,27.2,-27.2,0,1008.14,27.2,-27.2,0.0,15.416,,0,Kepler-band,15.403,,0.0,5571.0,200.0,-200.0,0,,,,,0.8,0.32,-0.32,0.0,5/14/2014,Kepler
708,Kepler-226,c,Kepler-226 c,Transit,0,3,5.349555,1.4e-05,-1.4e-05,0.0,0.058,,,0,,,,,,,,,,,,,,0.203,0.08,-0.08,0,,,,,0,1,0,1,19h29m30.27s,292.376129,+47d52m51.6s,47.880989,1008.14,27.2,-27.2,0,1008.14,27.2,-27.2,0.0,15.416,,0,Kepler-band,15.403,,0.0,5571.0,200.0,-200.0,0,,,,,0.8,0.32,-0.32,0.0,5/14/2014,Kepler
709,Kepler-226,d,Kepler-226 d,Transit,0,3,8.109044,9.4e-05,-9.4e-05,0.0,0.076,,,0,,,,,,,,,,,,,,0.109,0.044,-0.044,0,,,,,0,1,0,1,19h29m30.27s,292.376129,+47d52m51.6s,47.880989,1008.14,27.2,-27.2,0,1008.14,27.2,-27.2,0.0,15.416,,0,Kepler-band,15.403,,0.0,5571.0,200.0,-200.0,0,,,,,0.8,0.32,-0.32,0.0,5/14/2014,Kepler
710,Kepler-255,b,Kepler-255 b,Transit,0,3,5.714606,5.2e-05,-5.2e-05,0.0,0.063,,,0,,,,,,,,,,,,,,0.138,0.055,-0.055,0,,,,,0,1,0,1,19h44m15.42s,296.064233,+45d58m36.6s,45.976841,1084.5,32.69,-32.69,0,1084.5,32.69,-32.69,0.0,15.596,,0,Kepler-band,15.528,,0.0,5573.0,200.0,-200.0,0,,,,,0.93,0.37,-0.37,0.0,5/14/2014,Kepler
711,Kepler-255,c,Kepler-255 c,Transit,0,3,9.946047,3.5e-05,-3.5e-05,0.0,0.092,,,0,,,,,,,,,,,,,,0.267,0.105,-0.105,0,,,,,0,1,0,1,19h44m15.42s,296.064233,+45d58m36.6s,45.976841,1084.5,32.69,-32.69,0,1084.5,32.69,-32.69,0.0,15.596,,0,Kepler-band,15.528,,0.0,5573.0,200.0,-200.0,0,,,,,0.93,0.37,-0.37,0.0,5/14/2014,Kepler
712,Kepler-198,b,Kepler-198 b,Transit,0,3,17.790037,3.5e-05,-3.5e-05,0.0,0.131,,,0,,,,,,,,,,,,,,0.252,0.037,-0.037,0,,,,,0,1,0,1,19h22m41.55s,290.67313,+38d41m27.6s,38.691011,502.52,4.34,-4.34,0,502.52,4.34,-4.34,0.0,13.597,,0,Kepler-band,13.566,,0.0,5574.0,100.0,-100.0,0,,,,,0.94,0.14,-0.14,0.0,5/14/2014,Kepler
713,Kepler-198,c,Kepler-198 c,Transit,0,3,49.567416,0.00022,-0.00022,0.0,0.259,,,0,,,,,,,,,,,,,,0.22,0.033,-0.033,0,,,,,0,1,0,1,19h22m41.55s,290.67313,+38d41m27.6s,38.691011,502.52,4.34,-4.34,0,502.52,4.34,-4.34,0.0,13.597,,0,Kepler-band,13.566,,0.0,5574.0,100.0,-100.0,0,,,,,0.94,0.14,-0.14,0.0,5/14/2014,Kepler
714,HD 89345,b,HD 89345 b,Transit,0,1,11.8143,0.0002,-0.0002,0.0,0.1066,0.0012,-0.0014,0,0.22,0.095,-0.13,0.0,87.21,0.43,-0.22,0.0,0.11,0.017,-0.018,0.0,Mass,0.66,0.028,-0.03,0,0.471,0.094,-0.084,0.0,0,0,1,3,10h18m41.06s,154.671066,+10d07m44.5s,10.129028,132.8,1.8,-1.7,0,132.85,0.8,-0.8,0.0,9.376,0.028,0,V (Johnson),9.217,,0.0,5576.0,73.0,-76.0,0,1.16,0.04,-0.04,0.0,1.75,0.05,-0.05,0.0,8/23/2018,K2
715,Kepler-63,b,Kepler-63 b,Transit,0,1,9.4341505,1e-06,-1e-06,0.0,0.08,0.002,-0.002,0,0.45,,,1.0,87.806,0.018,-0.019,0.0,0.378,,,1.0,Mass,0.545,0.018,-0.018,0,3.0,,,1.0,0,1,0,1,19h16m54.28s,289.226179,+49d32m53.5s,49.548203,200.0,15.0,-15.0,0,195.12,0.96,-0.96,0.0,12.02,,0,V (Johnson),11.535,,0.0,5576.0,50.0,-50.0,0,0.98,0.04,-0.04,0.0,0.9,0.03,-0.02,0.0,5/14/2014,Kepler
716,Kepler-384,b,Kepler-384 b,Transit,0,2,22.597053,0.000243,-0.000243,0.0,0.148,,,0,,,,,,,,,,,,,,0.1,0.029,-0.029,0,,,,,0,1,0,1,19h04m06.27s,286.026112,+44d46m58.3s,44.782871,919.44,11.1,-11.1,0,919.44,11.1,-11.1,0.0,13.584,,0,Kepler-band,13.554,,0.0,5577.0,145.0,-145.0,0,,,,,0.88,0.25,-0.25,0.0,5/14/2014,Kepler
717,Kepler-384,c,Kepler-384 c,Transit,0,2,45.348269,0.000779,-0.000779,0.0,0.236,,,0,,,,,,,,,,,,,,0.101,0.029,-0.029,0,,,,,0,1,0,1,19h04m06.27s,286.026112,+44d46m58.3s,44.782871,919.44,11.1,-11.1,0,919.44,11.1,-11.1,0.0,13.584,,0,Kepler-band,13.554,,0.0,5577.0,145.0,-145.0,0,,,,,0.88,0.25,-0.25,0.0,5/14/2014,Kepler
718,Kepler-286,b,Kepler-286 b,Transit,0,4,1.796302,9e-06,-9e-06,0.0,0.027,,,0,,,,,,,,,,,,,,0.111,0.022,-0.022,0,,,,,0,1,0,1,19h22m42.27s,290.676145,+48d17m39.4s,48.294289,1266.68,111.53,-111.53,0,1266.68,111.53,-111.53,0.0,15.587,,0,Kepler-band,15.545,,0.0,5580.0,131.0,-131.0,0,,,,,0.86,0.17,-0.17,0.0,5/14/2014,Kepler
719,Kepler-286,c,Kepler-286 c,Transit,0,4,3.468095,2.3e-05,-2.3e-05,0.0,0.042,,,0,,,,,,,,,,,,,,0.122,0.024,-0.024,0,,,,,0,1,0,1,19h22m42.27s,290.676145,+48d17m39.4s,48.294289,1266.68,111.53,-111.53,0,1266.68,111.53,-111.53,0.0,15.587,,0,Kepler-band,15.545,,0.0,5580.0,131.0,-131.0,0,,,,,0.86,0.17,-0.17,0.0,5/14/2014,Kepler
720,Kepler-286,d,Kepler-286 d,Transit,0,4,5.914323,5.4e-05,-5.4e-05,0.0,0.061,,,0,,,,,,,,,,,,,,0.119,0.024,-0.024,0,,,,,0,1,0,1,19h22m42.27s,290.676145,+48d17m39.4s,48.294289,1266.68,111.53,-111.53,0,1266.68,111.53,-111.53,0.0,15.587,,0,Kepler-band,15.545,,0.0,5580.0,131.0,-131.0,0,,,,,0.86,0.17,-0.17,0.0,5/14/2014,Kepler
721,Kepler-286,e,Kepler-286 e,Transit,0,4,29.221289,0.00037,-0.00037,0.0,0.176,,,0,,,,,,,,,,,,,,0.158,0.038,-0.038,0,,,,,0,1,0,1,19h22m42.27s,290.676145,+48d17m39.4s,48.294289,1266.68,111.53,-111.53,0,1266.68,111.53,-111.53,0.0,15.587,,0,Kepler-band,15.545,,0.0,5580.0,131.0,-131.0,0,,,,,0.86,0.17,-0.17,0.0,5/14/2014,Kepler
722,HATS-57,b,HATS-57 b,Transit,0,1,2.350621,1.3e-06,-1.3e-06,0.0,0.03493,0.00021,-0.0003,0,0.028,,,1.0,87.88,0.4,-0.4,0.0,3.147,0.073,-0.073,0.0,Mass,1.139,0.028,-0.028,0,2.65,0.21,-0.21,0.0,0,0,0,0,04h03m47.6005s,60.948335,-19d03m24.3267s,-19.056757,280.0,2.9,-2.9,0,281.73,3.11,-3.11,0.0,12.344,0.047,0,V (Johnson),12.182,,0.0,5587.0,19.0,-19.0,0,1.03,0.02,-0.03,0.0,0.96,0.01,-0.01,0.0,8/15/2019,HATSouth
