pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_facility,gaia_plx,gaia_plxerr1,gaia_plxerr2,gaia_plxlim,st_radv,st_radverr1,st_radverr2,st_radvlim,st_sp,st_spstr,st_sperr,st_splim
K2-4,b,K2-4 b,Transit,0,1,10.003417,0.001017,-0.000996,0,0.078,0.003,-0.003,0,0.08,0.161192,-0.068641,0,0.187,0.018,-0.017,0,,,,0,0,0,1,0,11h38m58.95s,174.745636,-03d54m20.1s,-3.905585,233.37,2.12,-2.12,0,233.37,2.12,-2.12,0,14.907,0.03,0,V (Johnson),14.34,,0,4014.73,173.12,-154.57,0,0.64,0.06,-0.06,0,0.57,0.05,-0.05,0,10/26/2017,,,,0,K2,4.29,0.04,-0.04,0,,,,,,,,
Kepler-440,b,Kepler-440 b,Transit,0,1,101.11141,0.00087,-0.00068,0,0.242,0.066,-0.041,0,0.34,0.12,-0.19,-1,0.17,0.02,-0.02,0,,,,,0,1,0,1,19h01m23.99s,285.349952,+41d27m07.9s,41.452206,261,16,-46,0,303.65,2.3,-2.3,0,15.134,,0,Kepler-band,15.106,,0,4134,154,-154,0,0.57,0.04,-0.05,0,0.56,0.03,-0.05,0,1/6/2015,,,,,Kepler,3.29,0.02,-0.02,0,,,,,,,,
K2-284,b,K2-284 b,Transit,0,1,4.795069,0.000086,-0.000086,0,0.04771,0.00025,-0.00025,0,0.078,0.108,-0.055,0,0.248,0.012,-0.011,0,,,,0,0,0,1,1,05h16m33.76s,79.140686,+20d15m18.4s,20.255108,107.6,0.5,-0.5,0,107.6,0.5,-0.5,0,13.322,0.015,0,V (Johnson),12.86,,0,4140,50,-50,0,0.63,0.01,-0.01,0,0.61,0.02,-0.02,0,11/15/2018,,,,0,K2,9.29,0.04,-0.04,0,16.96,0.19,-0.19,0,,,,
WASP-80,b,WASP-80 b,Transit,0,1,3.06785234,0.00000083,-0.00000079,0,0.0344,0.001,-0.0011,0,0.002,0.01,-0.002,0,0.999,0.03,-0.031,0,0.717,0.039,-0.032,0,0,0,0,0,20h12m40.18s,303.167407,-02d08m39.1s,-2.144208,49.86,0.12,-0.12,0,49.86,0.12,-0.12,0,11.87,,0,V (Johnson),11.273,,0,4143,92,-94,0,0.58,0.05,-0.05,0,0.59,0.02,-0.02,0,4/16/2015,109,3.1,-4.4,0,SuperWASP,20.06,0.05,-0.05,0,10.2,,,0,5.7,K7 V,,0
EPIC 211822797,b,EPIC 211822797 b,Transit,0,1,21.169861,0.001725,-0.001695,0,0.131,0.004,-0.005,0,0.06,0.13597,-0.048705,0,0.177,0.01,-0.01,0,,,,0,0,0,1,1,08h41m38.49s,130.41037,+17d38m24.0s,17.640005,187.19,1.37,-1.37,0,187.19,1.37,-1.37,0,15.256,0.01,0,V (Johnson),14.526,,0,4148.21,82.41,-80.21,0,0.66,0.07,-0.07,0,0.57,0.03,-0.03,0,10/26/2017,,,,0,K2,5.34,0.04,-0.04,0,34.85,0.17,-0.17,0,6,M0,,0
K2-21,b,K2-21 b,Transit,0,2,9.325038,0.000379,-0.000403,0,0.076,0.002,-0.003,0,0.1,0.148654,-0.084698,0,0.164,0.009,-0.009,0,,,,0,0,0,1,0,22h41m12.88s,340.30368,-14d29m20.4s,-14.488987,83.85,0.26,-0.26,0,83.85,0.26,-0.26,0,12.85,0.02,0,V (Johnson),12.278,,0,4222.06,88.15,-84.41,0,0.68,0.07,-0.07,0,0.65,0.03,-0.03,0,10/26/2017,,,,0,K2,11.93,0.04,-0.04,0,4.8,1.61,-1.61,0,6,M0.0,,0
K2-21,c,K2-21 c,Transit,0,2,15.50192,0.000918,-0.000928,0,0.107,0.003,-0.004,0,0.21,0.20677,-0.173719,0,0.222,0.015,-0.017,0,,,,0,0,0,1,0,22h41m12.88s,340.30368,-14d29m20.4s,-14.488987,83.85,0.26,-0.26,0,83.85,0.26,-0.26,0,12.85,0.02,0,V (Johnson),12.278,,0,4222.06,88.15,-84.41,0,0.68,0.07,-0.07,0,0.65,0.03,-0.03,0,10/26/2017,,,,0,K2,11.93,0.04,-0.04,0,4.8,1.61,-1.61,0,6,M0.0,,0
K2-266,c,K2-266 c,Transit,0,4,7.814,0.0019,-0.0016,0,0.0679,0.0011,-0.0011,0,0.042,0.043,-0.03,0,0.063,0.009,-0.008,0,4.51,0.81,-0.67,0,0,0,1,0,10h31m44.51s,157.93544,+00d56m15.3s,0.937571,77.16,0.6,-0.59,0,77.73,0.36,-0.36,0,11.808,0.02,0,V (Johnson),11.353,,0,4285,49,-57,0,0.69,0.03,-0.03,0,0.7,0.02,-0.02,0,10/26/2018,0.119,0.073,-0.046,0,K2,12.86,0.06,-0.06,0,10.85,0.07,-0.07,0,,,,
K2-266,d,K2-266 d,Transit,0,4,14.697,0.00034,-0.00035,0,0.1035,0.0016,-0.0017,0,0.047,0.043,-0.032,0,0.261,0.012,-0.011,0,2.03,0.64,-0.43,0,1,0,1,0,10h31m44.51s,157.93544,+00d56m15.3s,0.937571,77.16,0.6,-0.59,0,77.73,0.36,-0.36,0,11.808,0.02,0,V (Johnson),11.353,,0,4285,49,-57,0,0.69,0.03,-0.03,0,0.7,0.02,-0.02,0,7/25/2019,3.17,0.99,-0.69,0,K2,12.86,0.06,-0.06,0,10.85,0.07,-0.07,0,,,,
K2-266,e,K2-266 e,Transit,0,4,19.482,0.0012,-0.0012,0,0.1249,0.0019,-0.002,0,0.043,0.036,-0.03,0,0.244,0.012,-0.01,0,2.21,0.7,-0.47,0,1,0,1,0,10h31m44.51s,157.93544,+00d56m15.3s,0.937571,77.16,0.6,-0.59,0,77.73,0.36,-0.36,0,11.808,0.02,0,V (Johnson),11.353,,0,4285,49,-57,0,0.69,0.03,-0.03,0,0.7,0.02,-0.02,0,7/25/2019,2.53,0.84,-0.56,0,K2,12.86,0.06,-0.06,0,10.85,0.07,-0.07,0,,,,
Qatar-9,b,Qatar-9 b,Transit,0,1,1.540731,0.000038,-0.000038,0,0.0234,0.0003,-0.0003,0,0,,,0,1.009,0.014,-0.014,0,1.43,0.2,-0.2,0,0,0,0,0,10h42m59.543s,160.748096,+60d57m50.83s,60.964119,211.4,1.6,-1.6,0,215.1,0.84,-0.84,0,14.133,0.048,0,V (Johnson),13.687,,0,4309,31,-31,0,0.72,0.02,-0.02,0,0.7,0.01,-0.01,0,5/2/2019,259,35,-35,0,Qatar,4.65,0.02,-0.02,0,2.92,0.1,-0.1,0,5.5,K5 V,,0
GJ 9827,b,GJ 9827 b,Transit,0,3,1.2089819,0.00000693,-0.00000714,0,0.0188,0.0002,-0.00014,0,0,,,0,0.141,0.002,-0.003,0,6.93,0.82,-0.76,0,0,0,1,1,23h27m04.83s,351.770142,-01d17m10.6s,-1.286273,29.69,0.05,-0.05,0,29.69,0.05,-0.05,0,10.25,0.138,0,V (Johnson),9.838,,0,4340,40,-53,0,0.61,0.02,-0.01,0,0.6,0.01,0,0,8/29/2019,4.11,0.4,-0.4,0,K2,33.69,0.06,-0.06,0,,,,,5.5,K5 V,,0
GJ 9827,c,GJ 9827 c,Transit,0,3,3.6480957,0.0000633,-0.0000621,0,0.03925,0.00042,-0.00029,0,0,,,0,0.111,0.002,-0.002,0,2.42,,,0,0,0,1,1,23h27m04.83s,351.770142,-01d17m10.6s,-1.286273,29.69,0.05,-0.05,0,29.69,0.05,-0.05,0,10.25,0.138,0,V (Johnson),9.838,,0,4340,40,-53,0,0.61,0.02,-0.01,0,0.6,0.01,0,0,8/29/2019,0.49,,,0,K2,33.69,0.06,-0.06,0,,,,,5.5,K5 V,,0
GJ 9827,d,GJ 9827 d,Transit,0,3,6.2014698,0.0000626,-0.0000611,0,0.05591,0.00059,-0.00041,0,0,,,0,0.18,0.004,-0.004,0,2.69,0.58,-0.57,0,0,0,1,1,23h27m04.83s,351.770142,-01d17m10.6s,-1.286273,29.69,0.05,-0.05,0,29.69,0.05,-0.05,0,10.25,0.138,0,V (Johnson),9.838,,0,4340,40,-53,0,0.61,0.02,-0.01,0,0.6,0.01,0,0,8/29/2019,1.97,0.4,-0.4,0,K2,33.69,0.06,-0.06,0,,,,,5.5,K5 V,,0
Kepler-441,b,Kepler-441 b,Transit,0,1,207.2482,0.0022,-0.002,0,0.64,0.32,-0.13,0,0.1,0.11,-0.1,-1,0.15,0.02,-0.02,0,,,,,0,1,0,1,18h58m16.06s,284.566904,+49d00m45.2s,49.012546,284,28,-48,0,270.08,1.82,-1.82,0,15.142,,0,Kepler-band,15.135,,0,4340,177,-177,0,0.57,0.05,-0.05,0,0.55,0.04,-0.05,0,1/6/2015,,,,,Kepler,3.7,0.02,-0.02,0,,,,,,,,
K2-116,b,K2-116 b,Transit,0,1,4.655411,0.000486,-0.000473,0,0.048,0.002,-0.002,0,0.06,0.141966,-0.053272,0,0.062,0.004,-0.004,0,,,,0,0,0,1,0,22h24m36.39s,336.151611,-11d34m43.3s,-11.578691,49.46,0.12,-0.12,0,49.46,0.12,-0.12,0,10.91,0.101,0,V (Johnson),10.328,,0,4348.35,86.1,-87.78,0,0.69,0.07,-0.07,0,0.67,0.03,-0.03,0,10/5/2017,,,,0,K2,20.22,0.05,-0.05,0,-18.91,0.53,-0.53,0,,,,
K2-120,b,K2-120 b,Transit,0,1,9.562742,0.000675,-0.000673,0,0.078,0.003,-0.003,0,0.14,0.168421,-0.105016,0,0.179,0.012,-0.011,0,,,,0,0,0,1,0,08h48m34.32s,132.14299,+17d11m26.5s,17.190685,289.54,2.33,-2.33,0,289.54,2.33,-2.33,0,14.045,0.02,0,V (Johnson),13.933,,0,4349.9,101.62,-96.12,0,0.69,0.07,-0.07,0,0.67,0.04,-0.03,0,10/5/2017,,,,0,K2,3.45,0.03,-0.03,0,,,,,,,,
K2-130,b,K2-130 b,Transit,0,1,2.49412,0.000132,-0.000128,0,0.032,0.001,-0.001,0,0.17,0.220344,-0.135968,0,0.112,0.018,-0.012,0,,,,0,0,0,1,0,19h21m04.86s,290.270264,-19d41m26.9s,-19.690807,118.41,0.52,-0.52,0,118.41,0.52,-0.52,0,12.759,0.01,0,V (Johnson),12.325,,0,4356.47,196.73,-172.4,0,0.7,0.07,-0.07,0,0.74,0.11,-0.08,0,10/5/2017,,,,0,K2,8.45,0.04,-0.04,0,-49.6,0.65,-0.65,0,,,,
HAT-P-54,b,HAT-P-54 b,Transit,0,1,3.799847,0.000014,-0.000014,0,0.04117,0.00043,-0.00043,0,0.074,,,1,0.944,0.028,-0.028,0,1.118,0.098,-0.098,0,0,0,0,0,06h39m35.52s,99.898003,+25d28m57.1s,25.48254,144.25,0.58,-0.58,0,144.25,0.58,-0.58,0,13.6,,0,Kepler-band,13.017,,0,4390,50,-50,0,0.65,0.02,-0.02,0,0.62,0.01,-0.01,0,4/24/2015,132.6,4.9,-4.9,0,HATNet,6.93,0.03,-0.03,0,31.85,2.41,-2.41,0,5.7,K7,,0
WASP-43,b,WASP-43 b,Transit,0,1,0.813475,0.000001,-0.000001,0,0.0142,0.0004,-0.0004,0,0,,,0,0.93,0.07,-0.09,0,2.939,0.971,-0.545,0,1,0,0,0,10h19m38.01s,154.908372,-09d48m22.6s,-9.806276,80,20,-20,0,86.96,0.33,-0.33,0,12.4,,0,V (Johnson),11.907,,0,4400,200,,0,0.58,0.05,,0,0.6,0.04,,0,5/14/2014,,,,,SuperWASP,11.5,0.04,-0.04,0,-3.59,0,,0,5.7,K7 V,,0
Kepler-442,b,Kepler-442 b,Transit,0,1,112.3053,0.0024,-0.0028,0,0.409,0.209,-0.06,0,0.04,0.08,-0.04,-1,0.12,0.01,-0.02,0,,,,,0,1,0,1,19h01m27.98s,285.366589,+39d16m48.3s,39.280081,342,19,-22,0,369.86,2.78,-2.78,0,14.976,,0,Kepler-band,14.93,,0,4402,100,-100,0,0.61,0.03,-0.03,0,0.6,0.02,-0.02,0,1/6/2015,,,,,Kepler,2.7,0.02,-0.02,0,,,,,,,,
K2-35,b,K2-35 b,Transit,0,2,5.608352,0.000335,-0.000338,0,0.055,0.002,-0.002,0,0.12,0.156754,-0.096124,0,0.172,0.012,-0.01,0,,,,0,0,0,1,0,11h20m24.74s,170.103088,+01d17m09.4s,1.285956,254.43,2.46,-2.46,0,254.43,2.46,-2.46,0,14.35,0.06,0,V (Johnson),13.915,,0,4402.71,95.55,-93.27,0,0.7,0.07,-0.07,0,0.62,0.03,-0.03,0,10/26/2017,,,,0,K2,3.93,0.04,-0.04,0,,,,,5.4,K4 V,,0
K2-35,c,K2-35 c,Transit,0,2,2.399964,0.000198,-0.000204,0,0.031,0.001,-0.001,0,0.13,0.173535,-0.105654,0,0.118,0.007,-0.007,0,,,,0,0,0,1,0,11h20m24.74s,170.103088,+01d17m09.4s,1.285956,254.43,2.46,-2.46,0,254.43,2.46,-2.46,0,14.35,0.06,0,V (Johnson),13.915,,0,4402.71,95.55,-93.27,0,0.7,0.07,-0.07,0,0.62,0.03,-0.03,0,10/26/2017,,,,0,K2,3.93,0.04,-0.04,0,,,,,5.4,K4 V,,0
WASP-107,b,WASP-107 b,Transit,0,1,5.72149,0.000002,-0.000002,0,0.055,0.001,-0.001,0,0,,,0,0.94,0.02,-0.02,0,0.19,0.03,-0.03,0,0,0,0,0,12h33m32.85s,188.386871,-10d08m46.1s,-10.146149,64.86,0.26,-0.26,0,64.86,0.26,-0.26,0,11.471,0.196,0,V (Johnson),11.174,,0,4430,120,-120,0,0.69,0.05,-0.05,0,0.66,0.02,-0.02,0,8/17/2017,17,2,-2,0,SuperWASP-South,15.42,0.06,-0.06,0,14.16,0,0,0,5.6,K6,,0
K2-295,b,K2-295 b,Transit,0,1,4.024867,0.000015,-0.000015,0,0.0451,0.0006,-0.0014,0,0,,,0,0.897,0.011,-0.005,0,0.612,0.115,-0.115,0,0,0,1,0,01h18m26.38s,19.6099,+06d49m00.7s,6.816871,225.7,2.4,-2.4,0,234.36,1.83,-1.83,0,13.946,0.04,0,V (Johnson),13.518,,0,4444,70,-70,0,0.74,0.04,-0.04,0,0.7,0.02,-0.02,0,5/23/2019,54,10,-10,0,K2,4.27,0.03,-0.03,0,-16.62,0.01,-0.01,0,5.5,K5 V,,0
Kepler-16,b,Kepler-16 b,Transit,0,1,228.776,0.02,-0.037,0,0.7048,0.0011,-0.0011,0,0.0069,0.001,-0.0015,0,0.754,0.003,-0.003,0,0.964,0.047,-0.046,0,1,1,0,0,19h16m18.17s,289.07571,+51d45m26.8s,51.757439,75.25,0.15,-0.15,0,75.25,0.15,-0.15,0,11.762,,0,Kepler-band,11.747,,0,4450,150,-150,0,0.69,0,0,0,0.65,0,0,0,5/14/2014,,,,,Kepler,13.29,0.03,-0.03,0,-32.36,2.63,-2.63,0,,,,
K2-128,b,K2-128 b,Transit,0,1,5.675819,0.000411,-0.000414,0,0.056,0.002,-0.002,0,0.23,0.220222,-0.19371,0,0.127,0.014,-0.012,0,,,,0,0,0,1,0,13h37m45.04s,204.437653,-08d35m49.4s,-8.597065,115.01,0.92,-0.92,0,115.01,0.92,-0.92,0,12.627,0.03,0,V (Johnson),12.22,,0,4469.51,171.97,-145.15,0,0.71,0.07,-0.07,0,0.78,0.08,-0.06,0,10/5/2017,,,,0,K2,8.7,0.07,-0.07,0,-13.21,0.64,-0.64,0,,,,
K2-90,c,K2-90 c,Transit,0,2,2.900706,0.000331,-0.000319,0,0.035,0.001,-0.001,0,0.19,0.211462,-0.153189,0,0.116,0.012,-0.01,0,,,,0,0,0,1,0,03h56m36.58s,59.152405,+22d28m21.5s,22.472631,134.9,1.7,-1.7,0,134.71,0.42,-0.42,0,13.855,0.04,0,V (Johnson),13.229,,0,4484,58,-50,0,0.63,0.02,-0.02,0,0.62,0.01,-0.01,0,10/26/2017,,,,0,K2,7.42,0.02,-0.02,0,19.16,0.97,-0.97,0,,,,
K2-216,b,K2-216 b,Transit,0,1,2.1748,0.00005,-0.00005,0,0.028,0.003,-0.007,0,0,,,0,0.156,0.015,-0.009,0,8.2,2.8,-2.2,0,0,0,1,0,00h45m55.26s,11.480249,+06d20m49.1s,6.346971,115.84,0.7,-0.7,0,115.84,0.7,-0.7,0,12.476,0.05,0,V (Johnson),12.058,,0,4503,69,-69,0,0.7,0.03,-0.03,0,0.72,0.03,-0.03,0,11/1/2018,5,1,-1,0,K2,8.63,0.05,-0.05,0,-26.16,0.47,-0.47,0,5.5,K5 V,,0
Kepler-437,b,Kepler-437 b,Transit,0,1,66.65062,0.00033,-0.00032,0,0.288,0.066,-0.04,0,0.02,0.08,-0.02,-1,0.19,0.02,-0.02,0,,,,,0,1,0,1,19h49m23.37s,297.347393,+44d01m37.0s,44.026947,417,24,-21,0,,,,,14.352,,0,Kepler-band,14.362,,0,4551,100,-100,0,0.71,0.03,-0.03,0,0.68,0.03,-0.02,0,1/6/2015,,,,,Kepler,,,,,,,,,,,,
HAT-P-20,b,HAT-P-20 b,Transit,0,1,2.875317,0.000004,-0.000004,0,0.0361,0.0005,-0.0005,0,0.015,0.005,-0.005,0,0.867,0.033,-0.033,0,13.78,1.5,-1.5,0,0,0,0,0,07h27m39.95s,111.916469,+24d20m11.9s,24.33663,70,3,-3,0,71.18,0.2,-0.2,0,11.339,,0,V (Johnson),10.99,,0,4595,80,-80,0,0.76,0.03,-0.03,0,0.69,0.02,-0.02,0,5/14/2014,1246,8.1,-8.1,0,HATNet,14.05,0.04,-0.04,0,-18.81,0.68,-0.68,0,5.3,K3,,0
GJ 143,b,GJ 143 b,Transit,0,2,35.61253,0.0006,-0.00062,0,0.1915,0.0058,-0.0063,0,0.188,0.076,-0.078,0,0.233,0.015,-0.014,0,7,1.6,-1.3,0,0,0,0,1,03h26m59.22s,51.746769,-63d29m56.8s,-63.4991,16.33,0.01,-0.01,0,16.33,0.01,-0.01,0,7.87,,0,V (Johnson),7.679,,0,4640,100,-100,0,0.73,0.07,-0.07,0,0.69,0.03,-0.03,0,4/25/2019,5.51,0.41,-0.33,0,Transiting Exoplanet Survey Satellite (TESS),61.25,0.03,-0.03,0,59.46,0.12,-0.12,0,5.4,K4.5,,0
Qatar-2,b,Qatar-2 b,Transit,0,1,1.33711647,0.00000026,-0.00000026,0,0.02153,0.0002,-0.0002,0,0,,,0,1.254,0.013,-0.013,0,1.573,0.029,-0.029,0,0,0,1,1,13h50m37.41s,207.655866,-06d48m14.5s,-6.804028,182.32,1.21,-1.21,0,182.32,1.21,-1.21,0,13.3,,0,V (Johnson),13.028,,0,4645,50,-50,0,0.74,0.02,-0.02,0,0.78,0.01,-0.01,0,11/5/2014,558.7,5.9,-5.9,0,Qatar,5.48,0.04,-0.04,0,-23.55,0.92,-0.92,0,,,,
HAT-P-12,b,HAT-P-12 b,Transit,0,1,3.2130598,0.0000021,-0.0000021,0,0.0384,0.0003,-0.0003,0,0,,,0,0.959,0.029,-0.021,0,0.3192,0.016,-0.016,0,0,0,0,1,13h57m33.48s,209.389489,+43d29m36.7s,43.493534,142.5,4.2,-3.3,0,143.34,0.45,-0.45,0,12.84,,0,V (Johnson),12.42,,0,4650,60,-60,0,0.73,0.02,-0.02,0,0.7,0.02,-0.01,0,5/14/2014,35.8,1.9,-1.9,0,HATNet,6.98,0.02,-0.02,0,-40.51,0.21,-0.21,0,5.4,K4,,0
WASP-59,b,WASP-59 b,Transit,0,1,7.919585,0.00001,-0.00001,0,0.0697,0.0011,-0.0011,0,0.1,0.042,-0.042,0,0.775,0.068,-0.068,0,2.4,0.7,-0.7,0,0,0,0,0,23h18m29.55s,349.623126,+24d53m21.4s,24.88929,125,25,-25,0,116.32,0.57,-0.57,0,13,,0,V (Johnson),12.314,,0,4650,150,-150,0,0.72,0.04,-0.04,0,0.61,0.04,-0.04,0,5/14/2014,,,,,SuperWASP,8.6,0.04,-0.04,0,-56.8,0,0,0,5.5,K5 V,,0
Kepler-436,b,Kepler-436 b,Transit,0,2,64.00205,0.00072,-0.00072,0,0.339,0.134,-0.053,0,0.19,0.13,-0.11,-1,0.24,0.02,-0.02,0,,,,,0,1,0,1,20h06m52.98s,301.720753,+44d24m43.4s,44.412063,618,34,-30,0,598.43,15.66,-15.66,0,15.856,,0,Kepler-band,15.862,,0,4651,100,-100,0,0.73,0.03,-0.03,0,0.7,0.03,-0.02,0,1/6/2015,,,,,Kepler,1.67,0.04,-0.04,0,,,,,,,,
K2-81,b,K2-81 b,Transit,0,1,6.102325,0.00039,-0.000407,0,0.059,0.002,-0.002,0,0.06,0.144406,-0.051854,0,0.176,0.012,-0.01,0,,,,0,0,0,1,0,03h49m56.52s,57.485489,+14d30m07.9s,14.5022,254.14,2.72,-2.72,0,254.14,2.72,-2.72,0,14.364,0.04,0,V (Johnson),13.904,,0,4674.13,140.71,-131.16,0,0.75,0.07,-0.07,0,0.63,0.04,-0.03,0,10/26/2017,,,,0,K2,3.93,0.04,-0.04,0,,,,,,,,
EPIC 212737443,b,EPIC 212737443 b,Transit,0,2,13.603,0.0013,-0.0013,0,0.098,0.004,-0.004,0,0.2,0.2,-0.2,0,0.231,0.011,-0.011,0,,,,0,0,0,1,2,13h36m53.21s,204.221695,-07d19m05.3s,-7.318144,347.45,12.01,-12.01,0,339.46,4.73,-4.73,0,14.836,0.013,0,V (Johnson),14.478,,0,4684,79,-79,0,0.69,0.04,-0.04,0,0.67,0.02,-0.02,0,7/25/2019,,,,0,K2,2.95,0.04,-0.04,0,-16,5,-5,0,5.3,K3,,0
EPIC 212737443,c,EPIC 212737443 c,Transit,0,2,65.55,0.0089,-0.0089,0,0.28,0.006,-0.006,0,0.2,0.2,-0.2,0,0.24,0.013,-0.013,0,,,,0,0,0,1,2,13h36m53.21s,204.221695,-07d19m05.3s,-7.318144,347.45,12.01,-12.01,0,339.46,4.73,-4.73,0,14.836,0.013,0,V (Johnson),14.478,,0,4684,79,-79,0,0.69,0.04,-0.04,0,0.67,0.02,-0.02,0,7/25/2019,,,,0,K2,2.95,0.04,-0.04,0,-16,5,-5,0,5.3,K3,,0
HD 219134,b,HD 219134 b,Radial Velocity,0,6,3.092926,0.00001,-0.00001,0,0.03876,0.00047,-0.00047,0,0,,,0,0.143,0.005,-0.005,0,6.34,0.72,-0.72,0,0,0,0,0,23h13m16.98s,348.32074,+57d10m06.1s,57.168354,6.53,0,0,0,6.53,0,0,0,5.57,,0,V (Johnson),5.208,,0,4699,16,-16,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,3/16/2017,2.381,0.075,-0.075,0,Roque de los Muchachos Observatory,153.08,0.09,-0.09,0,-18.42,0,0,0,5.3,K3 V,,0
HD 219134,c,HD 219134 c,Radial Velocity,0,6,6.76458,0.00033,-0.00033,0,0.0653,0.0008,-0.0008,0,0.062,0.039,-0.039,0,0.135,0.004,-0.004,0,6.95,0.77,-0.77,0,0,0,0,0,23h13m16.98s,348.32074,+57d10m06.1s,57.168354,6.53,0,0,0,6.53,0,0,0,5.57,,0,V (Johnson),5.208,,0,4699,16,-16,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,3/16/2017,1.697,0.075,-0.075,0,Roque de los Muchachos Observatory,153.08,0.09,-0.09,0,-18.42,0,0,0,5.3,K3 V,,0
HD 219134,d,HD 219134 d,Radial Velocity,0,6,46.859,0.028,-0.028,0,0.237,0.003,-0.003,0,0.138,0.025,-0.025,0,0.144,0.002,-0.002,-1,,,,,0,0,0,0,23h13m16.98s,348.32074,+57d10m06.1s,57.168354,6.53,0,0,0,6.53,0,0,0,5.57,,0,V (Johnson),5.208,,0,4699,16,-16,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,3/16/2017,3.34,0.11,-0.11,0,Roque de los Muchachos Observatory,153.08,0.09,-0.09,0,-18.42,0,0,0,5.3,K3 V,,0
HD 219134,f,HD 219134 f,Radial Velocity,1,6,22.717,0.015,-0.015,0,0.1463,0.0018,-0.0018,0,0.148,0.047,-0.047,0,0.117,0.002,-0.002,-1,,,,,0,0,0,1,23h13m16.98s,348.32074,+57d10m06.1s,57.168354,6.53,0,0,0,6.53,0,0,0,5.57,,0,V (Johnson),5.208,,0,4699,16,-16,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,3/16/2017,1.92,0.1,-0.1,0,Multiple Observatories,153.08,0.09,-0.09,0,-18.42,0,0,0,5.3,K3 V,,0
Kepler-413,b,Kepler-413 b,Transit,0,1,66.262,0.024,-0.021,0,0.3553,0.002,-0.0018,0,0.1181,0.0018,-0.0017,0,0.388,0.009,-0.009,0,3.2,1,-1,0,0,1,0,0,19h14m02.55s,288.51062,+51d09m44.9s,51.162472,868.34,22.93,-22.93,0,868.34,22.93,-22.93,0,15.52,,0,Kepler-band,15.594,,0,4700,,,0,0.82,0.01,-0.01,0,0.78,0.01,-0.01,0,5/14/2014,,,,,Kepler,1.15,0.03,-0.03,0,-27.78,0.1,-0.11,0,,,,
Kepler-443,b,Kepler-443 b,Transit,0,1,177.6693,0.0031,-0.003,0,0.495,0.186,-0.075,0,0.11,0.15,-0.11,-1,0.21,0.02,-0.02,0,,,,,0,1,0,1,19h14m26.53s,288.610544,+49d58m07.1s,49.968632,779,45,-38,0,820.72,23.49,-23.49,0,15.891,,0,Kepler-band,15.901,,0,4723,100,-100,0,0.74,0.03,-0.03,0,0.71,0.03,-0.02,0,1/6/2015,,,,,Kepler,1.22,0.03,-0.03,0,,,,,,,,
K2-118,b,K2-118 b,Transit,0,1,50.92092,0.005584,-0.005249,0,0.245,0.008,-0.008,0,0.2,0.183774,-0.159064,0,0.227,0.021,-0.018,0,,,,0,0,0,1,0,08h48m30.45s,132.126892,+15d39m21.5s,15.655983,324.7,3.8,-3.8,0,324.7,3.8,-3.8,0,14.049,0.05,0,V (Johnson),13.748,,0,4726.29,142.64,-127.34,0,0.76,0.08,-0.08,0,0.73,0.05,-0.04,0,10/5/2017,,,,0,K2,3.08,0.04,-0.04,0,,,,,,,,
NGTS-6,b,NGTS-6 b,Transit,0,1,0.882059,0.0000008,-0.0000008,0,0.01677,0.00032,-0.00032,0,0,,,0,1.326,0.097,-0.112,0,0.711,0.214,-0.136,0,0,0,0,1,05h03m10.90s,75.795417,-30d23m57.6420s,-30.399345,311.03,1.43,-1.43,0,311.03,1.43,-1.43,0,14.087,0.021,0,V (Johnson),13.818,,0,4730,44,-40,0,0.77,0.03,-0.03,0,0.75,0.01,-0.01,0,9/26/2019,322,8,-8,0,Paranal Observatory,3.22,0.01,-0.01,0,-19.14,0.01,-0.01,0,,,,
